IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
172.67.251.36,4,4,0.00,233.99,0.00,LAX
104.17.226.252,4,4,0.00,234.01,0.00,LAX
104.24.190.139,4,4,0.00,234.06,0.00,LAX
172.67.242.7,4,4,0.00,234.19,0.00,LAX
104.19.119.106,4,4,0.00,234.19,0.00,LAX
104.18.216.52,4,4,0.00,234.22,0.00,LAX
104.25.222.207,4,4,0.00,234.28,0.00,LAX
104.24.89.238,4,4,0.00,234.43,0.00,LAX
104.18.34.75,4,4,0.00,234.43,0.00,LAX
104.25.112.137,4,4,0.00,234.43,0.00,LAX
172.66.175.98,4,4,0.00,234.44,0.00,LAX
104.18.72.105,4,4,0.00,234.45,0.00,LAX
104.24.177.157,4,4,0.00,234.47,0.00,LAX
104.27.48.102,4,4,0.00,234.48,0.00,LAX
104.25.171.105,4,4,0.00,234.49,0.00,LAX
104.25.67.60,4,4,0.00,234.52,0.00,LAX
104.17.253.227,4,4,0.00,234.62,0.00,LAX
104.16.109.243,4,4,0.00,234.64,0.00,LAX
162.159.194.234,4,4,0.00,234.72,0.00,LAX
104.19.31.186,4,4,0.00,234.76,0.00,LAX
104.17.52.176,4,4,0.00,234.81,0.00,LAX
172.64.232.7,4,4,0.00,234.93,0.00,LAX
172.67.131.64,4,4,0.00,235.02,0.00,LAX
104.18.32.118,4,4,0.00,235.06,0.00,LAX
104.24.241.210,4,4,0.00,235.11,0.00,LAX
104.16.163.61,4,4,0.00,235.14,0.00,LAX
104.19.143.214,4,4,0.00,235.20,0.00,LAX
172.66.165.15,4,4,0.00,235.26,0.00,LAX
172.66.42.223,4,4,0.00,235.28,0.00,LAX
104.25.66.134,4,4,0.00,235.33,0.00,LAX
104.18.202.221,4,4,0.00,235.37,0.00,LAX
162.159.27.239,4,4,0.00,235.43,0.00,LAX
172.66.133.153,4,4,0.00,235.45,0.00,SJC
172.64.53.200,4,4,0.00,235.57,0.00,SJC
172.66.202.26,4,4,0.00,235.61,0.00,SJC
198.41.198.59,4,4,0.00,235.68,0.00,LAX
172.64.187.219,4,4,0.00,235.74,0.00,LAX
104.24.171.66,4,4,0.00,235.86,0.00,LAX
104.25.9.108,4,4,0.00,235.94,0.00,LAX
162.159.19.66,4,4,0.00,235.94,0.00,LAX
104.25.14.167,4,4,0.00,236.09,0.00,LAX
104.24.12.204,4,4,0.00,236.12,0.00,LAX
104.25.63.141,4,4,0.00,236.13,0.00,LAX
104.25.19.239,4,4,0.00,236.14,0.00,LAX
172.66.147.132,4,4,0.00,236.27,0.00,LAX
104.24.84.118,4,4,0.00,236.28,0.00,LAX
104.16.14.73,4,4,0.00,236.30,0.00,LAX
104.24.131.100,4,4,0.00,236.42,0.00,LAX
172.66.216.61,4,4,0.00,236.43,0.00,SJC
104.27.58.16,4,4,0.00,236.66,0.00,LAX
104.17.148.103,4,4,0.00,236.75,0.00,LAX
162.159.228.154,4,4,0.00,237.01,0.00,LAX
104.17.230.12,4,4,0.00,237.24,0.00,LAX
104.25.96.155,4,4,0.00,237.28,0.00,LAX
104.24.57.159,4,4,0.00,237.31,0.00,LAX
104.19.127.227,4,4,0.00,237.48,0.00,LAX
104.17.192.144,4,4,0.00,237.49,0.00,LAX
104.17.96.55,4,4,0.00,237.52,0.00,LAX
104.16.161.61,4,4,0.00,237.53,0.00,LAX
172.65.53.66,4,4,0.00,237.86,0.00,LAX
104.21.123.98,4,4,0.00,237.99,0.00,LAX
104.21.120.136,4,4,0.00,238.05,0.00,LAX
162.159.8.128,4,4,0.00,238.06,0.00,LAX
104.27.24.99,4,4,0.00,238.09,0.00,LAX
104.17.172.15,4,4,0.00,238.12,0.00,LAX
104.16.134.236,4,4,0.00,238.20,0.00,LAX
172.64.69.142,4,4,0.00,238.20,0.00,LAX
104.24.77.178,4,4,0.00,238.23,0.00,LAX
198.41.196.30,4,4,0.00,238.27,0.00,LAX
104.21.43.86,4,4,0.00,238.32,0.00,LAX
104.16.11.6,4,4,0.00,238.39,0.00,LAX
172.67.171.87,4,4,0.00,238.68,0.00,LAX
104.25.93.94,4,4,0.00,238.70,0.00,LAX
104.27.28.81,4,4,0.00,238.77,0.00,LAX
104.16.4.158,4,4,0.00,239.00,0.00,LAX
172.66.214.156,4,4,0.00,239.01,0.00,SJC
104.16.223.142,4,4,0.00,239.07,0.00,LAX
104.25.227.193,4,4,0.00,239.13,0.00,LAX
162.159.247.134,4,4,0.00,239.24,0.00,LAX
104.24.162.150,4,4,0.00,239.25,0.00,LAX
172.67.199.128,4,4,0.00,239.27,0.00,LAX
104.21.13.100,4,4,0.00,239.29,0.00,LAX
162.159.0.15,4,4,0.00,239.74,0.00,LAX
172.66.172.66,4,4,0.00,239.76,0.00,LAX
104.17.113.11,4,4,0.00,239.79,0.00,LAX
104.21.20.69,4,4,0.00,239.79,0.00,LAX
104.27.22.237,4,4,0.00,239.83,0.00,LAX
172.64.233.166,4,4,0.00,239.95,0.00,LAX
104.16.3.249,4,4,0.00,240.01,0.00,LAX
162.159.249.48,4,4,0.00,240.07,0.00,LAX
104.17.4.223,4,4,0.00,240.52,0.00,LAX
104.16.52.235,4,4,0.00,240.60,0.00,LAX
104.25.24.219,4,4,0.00,240.68,0.00,LAX
104.16.119.202,4,4,0.00,240.71,0.00,LAX
104.21.82.58,4,4,0.00,241.06,0.00,LAX
104.27.27.29,4,4,0.00,241.12,0.00,LAX
104.16.2.208,4,4,0.00,241.18,0.00,LAX
104.31.16.38,4,4,0.00,241.27,0.00,LAX
104.17.36.227,4,4,0.00,241.72,0.00,LAX
104.25.106.195,4,4,0.00,241.79,0.00,LAX
172.66.197.14,4,4,0.00,242.05,0.00,LAX
104.18.230.58,4,4,0.00,242.17,0.00,LAX
104.25.65.127,4,4,0.00,242.30,0.00,LAX
104.24.13.232,4,4,0.00,242.85,0.00,LAX
104.27.13.96,4,4,0.00,243.09,0.00,LAX
104.24.154.135,4,4,0.00,243.09,0.00,LAX
104.27.14.244,4,4,0.00,243.64,0.00,LAX
104.19.152.133,4,4,0.00,243.64,0.00,LAX
104.25.225.21,4,4,0.00,244.49,0.00,LAX
104.27.20.18,4,4,0.00,245.19,0.00,LAX
172.64.72.215,4,4,0.00,245.77,0.00,LAX
104.17.85.64,4,4,0.00,246.64,0.00,LAX
108.162.198.240,4,4,0.00,246.78,0.00,SJC
172.66.198.172,4,4,0.00,247.32,0.00,LAX
104.18.169.44,4,4,0.00,248.78,0.00,LAX
